,1,2,3,4,5,6,7,8
0,0.1759335718001239,0.11907474769977852,0.08480405169539154,0.08138128300197423,0.08108178259572014,0.07507798459846526,0.07983670249814168,0.08124123519519344
1,0.17572044860571623,0.1182541724992916,0.08724357250612229,0.07471060060197487,0.07454847269691527,0.07236649770056829,0.07707275960128754,0.07463067679200322
2,0.17586554299341514,0.11775166779989377,0.09003237289143726,0.0752383571001701,0.0731612658011727,0.07468143670121208,0.07465081589762121,0.07644971549743787
3,0.17596259569982067,0.11688304559793324,0.08917077729711309,0.07506120919715613,0.07962284400127828,0.07653016990516334,0.07631974710384384,0.07651286240434274
4,0.17492408060934395,0.11804537680000067,0.08902439440134913,0.07531425289344043,0.0745562547002919,0.07383735229959712,0.07486626110039651,0.07574639059603214
5,0.17513355140108616,0.11857480639591814,0.08856400420190766,0.07535625699674711,0.07581579789984971,0.07479107260005549,0.07728391200071201,0.07509251229930669
6,0.1750248675001785,0.11994169369572774,0.08897839420242235,0.07537191079463809,0.07431135929655283,0.07350427850615233,0.0752918203943409,0.0756547488970682
7,0.1751103837043047,0.120179763098713,0.08909665889805182,0.07471511999610811,0.07275977940298617,0.07389875990338624,0.0771011134958826,0.07731968110892921
8,0.17493488310137764,0.12098090150393545,0.08570041409693659,0.08254176009213551,0.07332611159654334,0.07409739170689136,0.07711885079042986,0.07483045989647508
9,0.17504543130053207,0.1188493654015474,0.08643415940459817,0.08111806419910864,0.07289649129379541,0.07805919660022483,0.0772537056938745,0.07609774369047954
