,1,2,3,4,5,6,7,8
0,0.6725498073996278,0.45954094990011074,0.3219214609998744,0.25959348320029674,0.30053973009999024,0.27865458789965486,0.25158900470050866,0.24970474910005577
1,0.6702245599000889,0.4450103853007022,0.3146844262999366,0.2612447296996834,0.30103257879964074,0.2784397199000523,0.2498651346999395,0.24836027060009655
2,0.6706485034999787,0.44168699540023226,0.3107938928005751,0.26411116670060436,0.29898304939997616,0.2773003770998912,0.24740935560039362,0.24323189259957873
3,0.6703420871002891,0.4475398271002632,0.3102238284001942,0.26287301940028557,0.2999944814000628,0.2705766466002387,0.24659306449975701,0.24955655979938457
4,0.6765683664998505,0.44624373539991213,0.31359403699971156,0.2593245133997698,0.2983939644000202,0.2713638583998545,0.2481931785994675,0.24127079599929857
5,0.6702521425002488,0.44661754939952514,0.3112811668004724,0.2592975183993985,0.3051506783005607,0.27031773909984624,0.2475755568004388,0.24610571549928864
6,0.6704498549996061,0.4394213834995753,0.31334843919976263,0.2640196294996713,0.29908492029935585,0.2754843425995205,0.2446496238997497,0.2428080552999745
7,0.66964874769983,0.45039649609971094,0.3143334619002417,0.2656015901004139,0.29599067100061804,0.2758205963000364,0.24657099199976074,0.2456332964997273
8,0.6700619391005602,0.449437804199988,0.31475855030003,0.25823559810014557,0.3004206787998555,0.27723789009978644,0.2509352299006423,0.24205136640011915
9,0.6694858357994236,0.44345893599966074,0.3127640500999405,0.271497861899843,0.3037416220002342,0.28068355959985636,0.24490030610031682,0.24308566120016623
10,0.6696092967998993,0.4402279757996439,0.32959641510024085,0.2634711899998365,0.29777680900006087,0.27456920629992965,0.24148950349990628,0.24383365780013264
11,0.6707341478002491,0.4419590808996873,0.31658723590007865,0.2581185410999751,0.30681902319993243,0.27818428559985475,0.24805750179948519,0.24275715119947563
12,0.6704227137000999,0.44527851329985424,0.3095468225001241,0.25881413590032026,0.30161376420001035,0.2775895553000737,0.24656869739992543,0.24239884940034245
13,0.6771800403999805,0.44234491710012663,0.3139672407000035,0.2742606040999817,0.29562767740062557,0.2848156150997966,0.24481135569949403,0.24618795839996893
14,0.6742577996999899,0.44392365460007566,0.312613206399692,0.2660585218996857,0.30209977089980383,0.27493429300011485,0.24137148230001912,0.23988160029985012
15,0.6703886810995755,0.4407891416005441,0.3211994789002347,0.2623045602005732,0.2945950631001324,0.2743717260003905,0.24400150980000035,0.2423016443994129
16,0.6696612469000683,0.44584765339968724,0.3208690224004386,0.2612240801994631,0.3033415587000491,0.27325400789995913,0.24718305959977444,0.24432374399984838
17,0.669748998900468,0.4397089968995715,0.31259615730014045,0.26310042650002285,0.31041995790001237,0.2779152545001125,0.24770521040045423,0.24155484259972582
18,0.6698164961002476,0.44497731990049944,0.314758456099662,0.26455827120007597,0.2999301911004295,0.2770616115994926,0.24092266430016024,0.2436211494001327
19,0.6712123597004392,0.4469171083001129,0.30863356620029664,0.26762148209963926,0.30005943319993095,0.2717838935997861,0.24756449560009058,0.24387415240053087
