,1,2,3,4,5,6,7,8
0,0.17662360339891164,0.24636455649742856,0.25251143829664213,0.26073544230312107,0.25480083270231263,0.27109514459734785,0.27761187999276443,0.2771404666942544
1,0.17583245990099386,0.2456817326019518,0.2558323465054855,0.25091770690632986,0.2507832349976525,0.24706677809590474,0.24851057650521396,0.2498613166040741
2,0.1762526581995189,0.2538466929923743,0.2577357475995086,0.25357772000133993,0.25551954290131107,0.24999129050411284,0.24854328910587356,0.24968777840258555
3,0.17651059449417517,0.2534008788061328,0.2540330494986847,0.25826389470603317,0.24756280159344896,0.24957043749745936,0.24503487529000267,0.2519598320941441
4,0.17518192359711976,0.2503158640000038,0.25538697239244357,0.24844228229485452,0.25109301299089565,0.25210755359148607,0.24679609389277174,0.25432610750431195
5,0.17489912749733777,0.2505457690102048,0.24917606359813363,0.24488937469432132,0.24965126209426672,0.2558384829084389,0.24347518970025703,0.25940748129505664
6,0.1752041682950221,0.24496367189567536,0.2472377113997936,0.25512459670426324,0.25182224340969694,0.2458683406934142,0.24127449800726025,0.24983382159844042
7,0.17519745560130104,0.2449589764000848,0.24669155870797113,0.2512967964052223,0.2556551373912953,0.25225732799153777,0.25310715739615264,0.2432542769005522
8,0.17543156029423698,0.2418979638023302,0.2508939085062593,0.25670623769983647,0.24697943070204928,0.2520223611034453,0.24434987899148836,0.24204530640272423
9,0.1752341859973967,0.24740311629138886,0.2528379338094965,0.25244564230088146,0.24500615959987043,0.2509942432981916,0.24893969320692122,0.24748617549194024
